Feature,Importance
customerID_1226-IENZN,0.00020445194938951289
customerID_2239-JALAW,0.00020393951848349676
customerID_2189-UXTKY,0.00020386592879500677
customerID_8429-XIBUM,0.00020380040338756418
customerID_4853-RULSV,0.00020350604557630654
customerID_7599-FKVXZ,0.0002032867562962249
customerID_4847-TAJYI,0.00020316696134959125
customerID_3943-KDREE,0.00020301726901077448
customerID_1219-NNDDO,0.00020271986845691838
customerID_6664-FPDAC,0.00020254669489342943
customerID_2433-KMEAS,0.00020237543159670559
customerID_2688-BHGOG,0.00020206401181898422
customerID_9158-VCTQB,0.00020141207458334933
customerID_1501-SGHBW,0.00020120065197716717
customerID_7739-LAXOG,0.00020111251624177433
customerID_8775-ERLNB,0.0002010175351103552
customerID_7112-OPOTK,0.00020100471137120862
customerID_9603-OAIHC,0.00020100367532183532
customerID_1322-AGOQM,0.0002008905417142123
customerID_4628-CTTLA,0.00020087830256549578
customerID_9948-YPTDG,0.00020084448375189335
customerID_0322-YINQP,0.00020072902142275438
customerID_0516-WJVXC,0.0002006525406192963
customerID_0587-DMGBH,0.00020049925533454206
customerID_3034-ZBEQN,0.00020048895525934997
customerID_6496-JDSSB,0.00020030029192559618
customerID_6425-YQLLO,0.0002001212495975972
customerID_0727-BMPLR,0.0002000344327539885
customerID_9633-XQABV,0.00019999647818788453
customerID_4558-FANTW,0.00019939821020222725
customerID_3419-SNJJD,0.00019896044590130262
customerID_0193-ESZXP,0.00019880645151499617
customerID_7067-KSAZT,0.00019871594592805732
customerID_6365-MTGZX,0.00019857923180442448
customerID_5469-CTCWN,0.00019854231753120195
customerID_0520-FDVVT,0.00019840811842493171
customerID_5099-BAILX,0.00019811799682168722
customerID_2810-FTLEM,0.0001980125101439642
customerID_0431-APWVY,0.00019793245575882803
customerID_2794-XIMMO,0.00019736049402783141
customerID_9526-JAWYF,0.00019720836820860208
customerID_3207-OYBWH,0.00019714447821602508
customerID_9057-MSWCO,0.0001970585774724314
customerID_6397-JNZZG,0.00019703465131676052
customerID_5020-ZSTTY,0.0001970280755213049
customerID_6961-VCPMC,0.00019652269697506086
customerID_7278-CKDNC,0.00019649446326772265
customerID_6410-LEFEN,0.00019635167095366325
customerID_8541-QVFKM,0.00019614956612835528
customerID_6682-QJDGB,0.0001958811510258644
customerID_8087-LGYHQ,0.000195835628947491
customerID_7354-OIJLX,0.00019553093311393366
customerID_0115-TFERT,0.0001953680216844364
customerID_4818-DRBQT,0.00019532983562406742
customerID_2833-SLKDQ,0.00019500819716201237
customerID_7402-EYFXX,0.0001950018641846323
customerID_7136-RVDTZ,0.0001948400880826856
customerID_5399-ZIMKF,0.00019460445723493012
customerID_9290-SHCMB,0.00019443602413615917
customerID_0991-BRRFB,0.0001943865765079458
customerID_6198-ZFIOJ,0.00019431488791417907
customerID_7716-YTYHG,0.00019388915678762207
customerID_0644-OQMDK,0.00019381476250709379
customerID_8450-JOVAH,0.00019366484880264492
customerID_2219-MVUSO,0.00019364588680917836
customerID_5445-PZWGX,0.0001934871037299889
customerID_1447-PJGGA,0.00019332498870782599
customerID_7721-JXEAW,0.00019332267371311161
customerID_7989-CHGTL,0.00019295123275254626
customerID_7207-RMRDB,0.00019290686927343447
customerID_4430-UZIPO,0.00019283855653777406
customerID_0461-CVKMU,0.00019234801965964398
customerID_8387-MOJJT,0.00019233983610219847
customerID_5364-XYIRR,0.00019232297041641634
customerID_5043-TRZWM,0.00019210990367976116
customerID_1393-IMKZG,0.00019197546385657478
customerID_3814-MLAXC,0.00019197166846003468
customerID_9094-AZPHK,0.000191901952444125
customerID_6825-UYPFK,0.00019168700080207177
customerID_2817-NTQDO,0.00019149702560550174
customerID_9565-JSNFM,0.00019144269752209304
customerID_0107-WESLM,0.0001913978817845023
customerID_6207-WIOLX,0.0001910703501062264
customerID_5928-QLDHB,0.00019103608777951774
customerID_4566-GOLUK,0.0001909824757212963
customerID_3426-NIYYL,0.00019030582150064517
customerID_7359-SSBJK,0.00019026211223689183
customerID_9170-GYZJC,0.00019022312023781406
customerID_9174-FKWZE,0.00019015570122363361
customerID_8073-IJDCM,0.00018994951566702486
customerID_8775-CEBBJ,0.00018988768096557903
customerID_8634-CILSZ,0.00018988607977389035
customerID_5449-FIBXJ,0.00018987983341755665
customerID_5389-FFVKB,0.00018974871121262262
customerID_8739-XNIKG,0.00018969639371895237
