Feature,Importance
tenure,0.27340881769768977
InternetService_Fiber optic,0.17519045517594273
TotalCharges,0.15032644040535284
MonthlyCharges,0.12689836458028575
PaymentMethod_Electronic check,0.10636091537026392
Contract_Two year,0.09899773417390977
PaperlessBilling_Yes,0.024976924987235652
SeniorCitizen,0.01612172514825848
Dependents_Yes,0.011078851800932491
PhoneService_Yes,0.008762694754224134
Partner_Yes,0.004789384888615797
gender_Male,0.0030876910172887686
